id,year,month,day,timestamp,event_validity,cause_code,focal_depth,primary_magnitude,country,state,location_name,latitude,longitude,region_code,maximum_water_height,abe,iida,soloviev,warning_status,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,houses_destroyed,houses_destroyed_description,houses_damaged,houses_damaged_description,total_deaths,total_deaths_description,total_missing,total_missing_description,total_injuries,total_injuries_description,total_damage_in_millions_dollars,total_damage_description,total_houses_destroyed,total_houses_destroyed_description,total_houses_damaged,total_houses_damaged_description
1903,1960,5,24,1960-05-24 00:00:00,-1,0,,6.7,CHILE,,SOUTHERN CHILE,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,1960,11,1,1960-11-01 08:45:59,1,1,55,7.4,CHILE,,SOUTHERN CHILE,-38.5,-75.1,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,1965,2,23,1965-02-23 22:11:46,1,1,36,7,CHILE,,NORTHERN CHILE,-25.67,-70.63,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,1965,3,22,1965-03-22 22:56:28,1,1,58,6,CHILE,,CENTRAL CHILE,-31.81,-71.26,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,1965,10,3,1965-10-03 16:14:56,2,1,28,6.5,CHILE,,SOUTHERN CHILE,-42.9,-75.13,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,1967,11,15,1967-11-15 21:31:54,1,1,35,5.9,CHILE,,NORTHERN CHILE,-28.78,-71.19,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1970,6,14,1970-06-14 00:00:00,2,1,10,6,CHILE,,SOUTHERN CHILE,-52,-73.8,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1970,6,19,1970-06-19 10:56:13,2,1,44,6.4,CHILE,,NORTHERN CHILE,-22.28,-70.55,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,1970,11,28,1970-11-28 11:08:40,2,1,33,6,CHILE,,NORTHERN CHILE,-20.94,-69.81,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,1972,6,8,1972-06-08 18:53:41,2,1,39,6.6,CHILE,,CENTRAL CHILE,-30.5,-71.8,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,1972,12,29,1972-12-29 04:51:01,2,1,60,5.4,CHILE,,CENTRAL CHILE,-30.6,-71,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,1973,10,5,1973-10-05 05:47:51,4,1,14,6.7,CHILE,,CENTRAL CHILE,-32.5,-71.5,89,0.4,,-1.3,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2066,1974,8,18,1974-08-18 10:44:12,1,1,36,7.1,CHILE,,SOUTHERN CHILE,-38.5,-73.4,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,1988,2,5,1988-02-05 14:01:02,4,1,37,7.2,CHILE,,NORTHERN CHILE,-24.753,-70.433,89,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,1995,11,1,1995-11-01 00:35:32,4,1,20,6.7,CHILE,,NORTHERN CHILE,-28.906,-71.417,89,0.1,,-3.3,-3,,,,,,,,,,,,,,,,,,,,,,,,,
2266,1996,9,5,1996-09-05 08:14:14,4,1,10,6.9,CHILE,,EASTER ISLAND REGION,-22.118,-113.436,89,0.09,,-3.3,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,
5406,2011,2,11,2011-02-11 20:05:30,4,1,28,6.8,CHILE,,CENTRAL CHILE,-36.474,-73.125,89,0.15,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
5558,2014,4,3,2014-04-03 02:43:11,4,1,22,7.7,CHILE,,NORTHERN CHILE,-20.571,-70.493,89,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5577,2014,10,9,2014-10-09 02:14:44,4,1,16,7,CHILE,,EASTER ISLAND REGION,-32.108,-110.811,89,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5592,2015,11,11,2015-11-11 01:54:00,4,1,33,6.9,CHILE,,CENTRAL CHILE,-29.46,-72.12,89,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5647,2017,4,24,2017-04-24 21:39:22,4,1,28,6.9,CHILE,,CENTRAL CHILE,-33.038,-72.062,89,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5710,2019,6,14,2019-06-14 00:19:12,4,1,11,6.4,CHILE,,CENTRAL CHILE,-30.056,-72.082,89,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5760,2020,12,27,2020-12-27 21:39:14,4,1,10,6.7,CHILE,,CENTRAL CHILE,-39.343,-74.99,89,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,-47,9,,,1,0,,,CHINA,,"LAIZHOU BAY, BOHAI SEA",37.5,119.5,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5797,171,4,4,0171-04-04 00:00:00,1,1,,,CHINA,,BOHAI SEA,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,173,6,28,0173-06-28 00:00:00,2,1,,,CHINA,,"LAIZHOU BAY, BOHAI SEA",37.5,120,84,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
151,1509,6,17,1509-06-17 00:00:00,2,1,,,CHINA,,SOUTH CHINA SEA,31.5,121.5,84,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
254,1640,9,16,1640-09-16 00:00:00,3,1,,,CHINA,,SOUTH CHINA SEA,23,117,84,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
304,1670,8,19,1670-08-19 00:00:00,4,1,,6.8,CHINA,,EAST CHINA SEA,33,122.5,84,,,1,1.5,,,3,,,,,,,,,,,,3,,,,,,,,,,
333,1682,12,,,-1,0,,,CHINA,,SOUTH CHINA SEA,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3576,1710,4,16,1710-04-16 00:00:00,0,1,,5.5,CHINA,,HUNAN PROVINCE,27.8,111.6,84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1765,5,,,1,0,,,CHINA,,SOUTH CHINA SEA,23.12,113.25,84,9,,1,2,,10000,4,,,,,,,4000,4,,,10000,4,,,,,,,4000,4,,
494,1767,11,22,1767-11-22 00:00:00,2,1,,,CHINA,,SOUTH CHINA SEA,22.2,113.55,84,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3567,1855,,,,0,1,,4.8,CHINA,,SICHUAN PROVINCE,29.2,108.1,84,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
5538,1882,,,,-1,,,,CHINA,,HUBEI PROVINCE,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541,1920,12,16,1920-12-16 12:05:53,0,1,17,7.8,CHINA,,CHINA: GANSU AND SHANXI PROVINCES,36.7,104.9,84,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571,1951,12,21,1951-12-21 08:37:29,0,1,,6.3,CHINA,,CHINA: GANSU AND SHANXI PROVINCES,26.7,100,84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,1955,9,23,1955-09-23 15:06:23,0,1,10,6.8,CHINA,,"JINSHA RIVER, YUNNAN PROVINCE",26.6,101.8,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3574,1958,2,7,1958-02-07 23:23:36,0,1,,6.2,CHINA,,SICHUAN PROVINCE,31.5,105,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5471,2012,12,28,2012-12-28 00:00:00,0,8,,,CHINA,,"ZHAOJUN BRIDGE, HUBEI PROVINCE",31.256,110.733,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3638,1938,1,28,1938-01-28 00:00:00,0,6,,,CONGO,,NYAMURAGIRA,-1.408,29.2,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,-23,,,,3,0,,,EGYPT,,ALEXANDRIA,,,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3644,1879,7,11,1879-07-11 18:00:00,3,1,,5.9,EGYPT,,GULF OF SUEZ,29,33,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,1751,9,15,1751-09-15 19:00:00,-1,1,,7.3,HAITI,,PORT-AU-PRINCE,18.5,-72.3,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,1751,11,21,1751-11-21 00:00:00,-1,1,,,HAITI,,PORT-AU-PRINCE,18.5,-72.3,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,1769,6,3,1769-06-03 00:00:00,-1,2,,,HAITI,,PORT-AU-PRINCE,18.5,-72.3,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,1770,6,3,1770-06-03 00:00:00,4,1,,,HAITI,,PORT-AU-PRINCE,18.5,-72.3,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,1860,4,8,1860-04-08 00:00:00,4,1,,7.5,HAITI,,ANSE-A-VEAU,18.52,-73.35,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,1887,9,23,1887-09-23 12:00:00,4,1,,,HAITI,,MOLE SAINT-NICOLAS,19.7,-74.4,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2691,1737,10,11,1737-10-11 00:00:00,-1,9,,,INDIA,,CALCUTTA,,,60,,,,,,300000,4,,,,,,,,,,,,,,,,,,,,,,
3679,1876,,,,-1,9,,,INDIA,,BAY OF BENGAL,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,1955,5,17,1955-05-17 14:49:49,2,1,,7.3,INDIA,,LITTLE NICOBAR ISLAND,6.5,94,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5448,1978,6,12,1978-06-12 00:00:00,-1,1,,,INDIA,,INDIA,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4419,2009,8,10,2009-08-10 19:55:35,3,1,5,7.5,INDIA,,ANDAMAN ISLANDS,14.099,92.888,60,0.01,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
4902,2010,6,12,2010-06-12 19:26:50,4,1,35,7.5,INDIA,,LITTLE NICOBAR ISLAND,7.881,91.936,60,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093,79,8,24,0079-08-24 07:00:00,3,4,,,ITALY,,BAY OF NAPLES,40.821,14.426,50,,,,4,,,,,,,,,,,,,,2100,4,,,,,,,,,,
62,792,4,30,0792-04-30 00:00:00,1,1,,,ITALY,,GULF OF VENICE,45.5,11,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3429,963,7,22,0963-07-22 00:00:00,3,1,,,ITALY,,SICILY,38,15,50,,,,5,,,4,,,,,,,,,,,,4,,,,,,,,,,
98,1106,3,,,-1,1,,,ITALY,,MALAMOCCO,45.5,12.3,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
4201,1112,6,20,1112-06-20 00:00:00,2,0,,,ITALY,,CAMPANIA,40.85,14.25,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3106,1114,3,12,1114-03-12 00:00:00,-1,1,,7,ITALY,,CALABRIAN ARC,36.5,36,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3107,1169,2,11,1169-02-11 00:00:00,3,6,,,ITALY,,CALABRIAN ARC,37.734,15.004,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3108,1172,,,,3,1,,,ITALY,,ISLAND OF SICILY,38,15,50,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,
3111,1321,,,,2,1,,,ITALY,,GULF OF VENICE,45.4,12.3,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3115,1348,1,25,1348-01-25 23:00:00,2,1,,,ITALY,,GULF OF VENICE,46.6,13.8,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3120,1538,9,26,1538-09-26 00:00:00,2,1,,,ITALY,,POZZUOLI,40.8,14.2,50,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
3121,1562,10,20,1562-10-20 00:00:00,3,1,,,ITALY,,REGGIO DI CALABRIA,40.5,15.5,50,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
3123,1594,,,,2,1,,,ITALY,,BAY OF NAPLES,40.8,14.4,50,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
3127,1624,3,19,1624-03-19 00:00:00,2,1,,,ITALY,,DELTA OF THE PO,44.6,11.8,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3128,1627,7,30,1627-07-30 10:50:00,4,1,,6.7,ITALY,,GARGANO PENINSULA,41.733,15.35,50,,,,5,,,,,,,,,,,,,,5000,4,,,,,,,,,,
3135,1661,4,22,1661-04-22 00:00:00,3,1,,,ITALY,,GULF OF VENICE,,,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3137,1682,8,,,3,1,,,ITALY,,BAY OF NAPLES,,,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3138,1690,2,3,1690-02-03 00:00:00,2,6,,7.7,ITALY,,BAY OF NAPLES,40.821,14.426,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3139,1693,1,11,1693-01-11 13:30:00,4,1,,7.4,ITALY,,ISLAND OF SICILY,37.133,15.017,50,,,,4,,,,,,,,,,,,,,60000,4,,,,,,,,,,
3140,1694,9,8,1694-09-08 17:45:00,2,1,,,ITALY,,ADRIATIC SEA,40.8,15.6,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3141,1698,5,14,1698-05-14 10:00:00,2,6,,,ITALY,,BAY OF NAPLES,40.821,14.426,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3142,1699,1,,,2,1,,,ITALY,,CATANIA,37.15,15.1,50,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
3144,1703,7,2,1703-07-02 00:00:00,2,1,,3.2,ITALY,,LIGURIA-COTE D'AZUR,44.4,8.917,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3149,1707,7,20,1707-07-20 17:00:00,3,1,,,ITALY,,BAY OF NAPLES,,,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3150,1714,6,30,1714-06-30 00:00:00,2,6,,,ITALY,,CAMPANIA,40.821,14.426,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3151,1719,,,,-1,6,,,ITALY,,BAY OF NAPLES,,,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3153,1723,3,28,1723-03-28 00:00:00,2,1,,,ITALY,,BAY OF NAPLES,,,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3157,1727,7,4,1727-07-04 00:00:00,2,1,,5.2,ITALY,,SICILY CHANNEL,37.5,13,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3158,1730,3,23,1730-03-23 00:00:00,2,0,,,ITALY,,TORRE ANNUNZIATA,,,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
4184,1731,3,20,1731-03-20 03:00:00,4,1,,6.3,ITALY,,APULIA,41.267,15.75,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3159,1731,3,20,1731-03-20 00:00:00,2,1,,,ITALY,,TYRRHENIAN SEA,41.51,15.5,50,,,,4,,,,,,,,,,,,,,3600,4,,,,,,,,,,
3161,1742,1,16,1742-01-16 00:00:00,4,1,,,ITALY,,LIVORNO,43.5,10.2,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3799,1742,1,19,1742-01-19 16:30:00,4,1,,4,ITALY,,TUSCANY,43.55,10.317,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3163,1742,11,19,1742-11-19 00:00:00,1,0,,,ITALY,,TUSCANY COAST,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4186,1743,2,20,1743-02-20 16:30:00,2,1,,6.9,ITALY,,APULIA,39.85,18.783,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3164,1743,2,20,1743-02-20 23:30:00,1,1,,6.9,ITALY,,IONIAN AND ADRIATIC SEAS,39,20.3,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,1756,10,22,1756-10-22 15:30:00,1,1,,7,ITALY,,GARGANO PENINSULA,37.7,22.8,50,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
3800,1760,6,16,1760-06-16 15:00:00,2,1,,4.3,ITALY,,CAMPANIA,40.85,14.267,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3188,1760,6,16,1760-06-16 16:00:00,1,1,,,ITALY,,BAY OF NAPLES,,,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3189,1774,7,24,1774-07-24 00:00:00,1,0,,,ITALY,,LIVORNO,,,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3208,1783,2,5,1783-02-05 08:00:00,2,1,,,ITALY,,TYRRHENIAN CALABRIA,38.9,17.1,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
4233,1783,2,6,1783-02-06 00:20:00,4,3,,5.9,ITALY,,MESSINA STRAITS,38.217,15.633,50,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
4190,1783,2,7,1783-02-07 13:10:00,1,1,6,6.6,ITALY,,TYRRHENIAN CALABRIA,38.583,16.2,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
4183,1783,3,1,1783-03-01 01:40:00,3,1,,5.9,ITALY,,TYRRHENIAN CALABRIA,38.767,16.3,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3690,1783,3,24,1783-03-24 12:00:00,4,8,,,ITALY,,MESSINA STRAITS,38.25,15.717,50,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,
4217,1783,3,24,1783-03-24 12:00:00,4,8,,,ITALY,,MESSINA STRAITS,38.25,15.717,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
4187,1783,3,28,1783-03-28 18:55:00,3,1,,6.9,ITALY,,TYRRHENIAN CALABRIA,38.783,16.467,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
4207,1784,1,7,1784-01-07 00:00:00,4,1,,4.1,ITALY,,IONIAN CALABRIA,38.317,16.4,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
4221,1784,1,9,1784-01-09 02:00:00,2,1,,,ITALY,,TYRRHENIAN CALABRIA,,,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
4206,1784,1,19,1784-01-19 00:00:00,4,1,,4.1,ITALY,,MESSINA STRAITS,38.167,15.633,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3216,1804,7,31,1804-07-31 22:00:00,2,0,,,ITALY,,BAY OF NAPLES,,,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3217,1805,7,26,1805-07-26 20:57:00,4,1,,6.6,ITALY,,CAMPANIA,41.5,14.467,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3218,1806,8,26,1806-08-26 13:20:00,2,1,,,ITALY,,TERRACINA,41.7,12.7,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3220,1809,7,3,1809-07-03 00:00:00,2,1,,,ITALY,,GULF OF LA SPEZIA,44.8,7.2,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3221,1813,5,17,1813-05-17 00:00:00,1,6,,,ITALY,,CAMPANIA,40.817,14.433,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3222,1817,1,14,1817-01-14 03:30:00,1,1,,,ITALY,,SICILY CHANNEL,37.5,13,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3223,1818,2,20,1818-02-20 18:15:00,4,1,,6,ITALY,,EASTERN SICILY,37.6,15.133,50,,,,3,,,,,,,,,,,,,,72,2,,,,,,,,,,
3224,1818,2,23,1818-02-23 18:10:00,2,1,,5.6,ITALY,,LIGURIA-COTE D'AZUR,43.917,8.033,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3225,1818,12,9,1818-12-09 00:00:00,2,1,,,ITALY,,GENOA,44.75,10.4,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3268,1819,1,8,1819-01-08 11:30:00,2,1,,,ITALY,,GENOA,43.7,8,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3270,1820,7,23,1820-07-23 00:00:00,2,0,,,ITALY,,GENOA,,,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3273,1822,4,10,1822-04-10 00:00:00,1,1,,,ITALY,,CALABRIAN ARC,37.45,14.25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4224,1823,3,5,1823-03-05 16:37:00,4,1,,5.9,ITALY,,NORTHERN SICILY,38,14.1,50,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
3275,1823,3,5,1823-03-05 17:37:00,2,1,,,ITALY,,PALERMO,38.3,14.8,50,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
3289,1826,3,18,1826-03-18 00:20:00,2,1,,,ITALY,,SENIGALLIA,43.8,13,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
4210,1828,10,9,1828-10-09 02:20:00,4,1,,5.7,ITALY,,LIGURIA-COTE D'AZUR,44.817,9.05,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3290,1828,10,9,1828-10-09 13:11:00,2,1,,,ITALY,,GENOA,44.8,9.2,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3291,1831,5,26,1831-05-26 11:30:00,2,1,,,ITALY,,SAN REMO,43.8,7.8,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3292,1831,7,2,1831-07-02 00:00:00,2,1,,,ITALY,,SCIACCA,37.05,12.3,50,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3294,1832,3,8,1832-03-08 01:15:00,2,1,,,ITALY,,CUTRO,39,17,50,,,,3,,,,,,,,,,,,,,234,3,,,,,,,,,,
4215,1832,3,8,1832-03-08 18:30:00,4,1,,6.5,ITALY,,IONIAN CALABRIA,39.067,16.9,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3295,1836,4,24,1836-04-24 16:15:00,3,1,,,ITALY,,ROSSANO,39.6,16.6,50,,,,4,,,,,,,,,,,,,,589,3,,,,,,,,,,
4225,1836,4,25,1836-04-25 00:20:00,4,1,,6.2,ITALY,,IONIAN CALABRIA,39.567,16.733,50,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
3311,1845,6,18,1845-06-18 00:00:00,1,1,,,ITALY,,ISLAND OF SICILY,36.4,13.44,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3814,1846,8,14,1846-08-14 12:00:00,4,1,,5.7,ITALY,,TUSCANY,43.533,10.5,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3314,1846,8,26,1846-08-26 17:23:00,3,1,,,ITALY,,TUSCANY,43.5,10.5,50,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
3316,1846,9,12,1846-09-12 00:00:00,3,1,,,ITALY,,TUSCANY,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3317,1846,9,19,1846-09-19 00:00:00,3,1,,,ITALY,,TUSCANY,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3318,1846,10,4,1846-10-04 22:15:00,3,1,,,ITALY,,TUSCANY,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3319,1846,10,14,1846-10-14 11:15:00,3,1,,,ITALY,,TUSCANY,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3320,1846,10,19,1846-10-19 00:00:00,3,1,,,ITALY,,TUSCANY,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3321,1846,10,24,1846-10-24 00:00:00,3,1,,,ITALY,,TUSCANY,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3322,1846,10,28,1846-10-28 00:00:00,3,1,,,ITALY,,TUSCANY,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3323,1846,11,29,1846-11-29 00:55:00,3,1,,,ITALY,,TUSCANY,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3324,1846,12,3,1846-12-03 00:00:00,2,1,,,ITALY,,TUSCANY,43.3,10.7,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3325,1847,4,15,1847-04-15 00:00:00,3,1,,,ITALY,,LIVORNO,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3326,1847,4,16,1847-04-16 00:00:00,3,1,,,ITALY,,LIVORNO,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3327,1847,4,17,1847-04-17 00:00:00,3,1,,,ITALY,,LIVORNO,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4202,1847,8,26,1847-08-26 00:00:00,0,0,,,ITALY,,CAMPANIA,,,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3353,1847,8,26,1847-08-26 00:00:00,2,0,,,ITALY,,NAPLES,,,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3433,1850,1,21,1850-01-21 00:00:00,2,0,,,ITALY,,LIVORNO,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354,1850,5,16,1850-05-16 00:00:00,2,0,,,ITALY,,LIVORNO,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3357,1850,10,20,1850-10-20 00:00:00,2,1,,,ITALY,,LIVORNO,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372,1851,7,28,1851-07-28 18:33:00,1,1,,4.1,ITALY,,LIGURIAN SEA,43.75,10.3,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3434,1851,12,16,1851-12-16 00:00:00,1,0,,,ITALY,,LIVORNO,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373,1852,2,2,1852-02-02 07:30:00,2,6,,,ITALY,,LIVORNO,,,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3435,1852,6,26,1852-06-26 07:15:00,2,1,,,ITALY,,LIVORNO,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374,1852,11,10,1852-11-10 00:00:00,2,1,,,ITALY,,LIVORNO - LIGURIAN SEA,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3375,1853,4,8,1853-04-08 17:50:00,2,1,,,ITALY,,TYRRHENIAN SEA -SALERNO,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444,1862,11,24,1862-11-24 00:00:00,2,0,,,ITALY,,GULF OF GENOVA,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450,1868,5,22,1868-05-22 00:00:00,3,1,,,ITALY,,LAKE GARDA,45.7,10.7,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451,1868,9,5,1868-09-05 02:00:00,2,4,,,ITALY,,CALABRIAN ARC,37.6,15.133,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3422,1870,10,28,1870-10-28 09:45:00,3,1,,,ITALY,,TYRRHENIAN SEA,39.28,16.28,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423,1870,11,2,1870-11-02 03:30:00,2,1,,,ITALY,,CALABRIAN ARC,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3424,1871,1,17,1871-01-17 00:00:00,1,1,,,ITALY,,LIGURIAN SEA,,,50,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
4211,1875,3,17,1875-03-17 23:51:00,4,1,,5.7,ITALY,,CENTRAL ADRIATIC,44.067,12.55,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3453,1875,3,18,1875-03-18 18:00:51,4,1,,,ITALY,,ADRIATIC SEA,44.2,12.4,50,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
